gate_type,delay_ps,tpHL_ps,tpLH_ps,power_mW,pdp,vdd,temp,cload,deck_file,output_file,static_input,static_state,switching_input,width_inv,width_n,width_n1,width_n2,width_n3,width_n4,width_p,width_p1,width_p2,width_p3,width_p4
nor2,47.7697,17.6489,47.7697,0.001635,0.078103,1.987,85.5,1.55,spice/generated/nor2_0107.cir,spice/outputs/nor2_0107_output.txt,a,0,b,,,0.75,0.949,,,,1.556,0.651,,
nor2,231.3735,49.3047,231.3735,0.007092,1.640901,1.878,8.4,16.06,spice/generated/nor2_0108.cir,spice/outputs/nor2_0108_output.txt,b,0,a,,,1.297,1.349,,,,1.062,0.718,,
nor2,111.9354,41.7596,111.9354,0.002064,0.231035,1.505,60.6,5.41,spice/generated/nor2_0109.cir,spice/outputs/nor2_0109_output.txt,a,0,b,,,1.247,1.375,,,,1.074,1.525,,
nor2,57.0976,26.6281,57.0976,0.001648,0.094097,1.676,70.0,2.4,spice/generated/nor2_0110.cir,spice/outputs/nor2_0110_output.txt,a,0,b,,,0.931,1.32,,,,1.848,1.198,,
nor2,132.8673,61.7283,132.8673,0.009934,1.319904,1.993,9.4,19.99,spice/generated/nor2_0111.cir,spice/outputs/nor2_0111_output.txt,a,0,b,,,1.185,0.953,,,,1.943,1.535,,
nor2,333.2123,115.4117,333.2123,0.004119,1.372501,1.464,22.9,16.77,spice/generated/nor2_0112.cir,spice/outputs/nor2_0112_output.txt,a,0,b,,,1.549,0.533,,,,1.038,0.944,,
nor2,127.0905,48.7312,127.0905,0.003558,0.452188,1.565,53.4,10.44,spice/generated/nor2_0113.cir,spice/outputs/nor2_0113_output.txt,a,0,b,,,0.574,1.41,,,,1.529,1.617,,
nor2,176.6766,65.8841,176.6766,0.006864,1.212708,1.865,-2.0,15.36,spice/generated/nor2_0114.cir,spice/outputs/nor2_0114_output.txt,b,0,a,,,0.785,0.876,,,,1.703,0.829,,
nor2,164.7686,59.0557,164.7686,0.006414,1.056826,1.777,109.1,14.91,spice/generated/nor2_0115.cir,spice/outputs/nor2_0115_output.txt,b,0,a,,,1.161,1.369,,,,1.47,0.963,,
nor2,123.18,26.0247,123.18,0.004433,0.546057,1.946,13.9,7.95,spice/generated/nor2_0116.cir,spice/outputs/nor2_0116_output.txt,a,0,b,,,1.68,1.815,,,,1.123,0.801,,
nor2,97.0694,29.972,97.0694,0.004808,0.46671,1.898,2.4,7.44,spice/generated/nor2_0117.cir,spice/outputs/nor2_0117_output.txt,b,0,a,,,1.71,1.62,,,,1.737,1.223,,
nor2,147.3846,37.1171,147.3846,0.003368,0.496391,1.681,-27.6,8.55,spice/generated/nor2_0118.cir,spice/outputs/nor2_0118_output.txt,a,0,b,,,1.514,1.512,,,,1.631,0.838,,
nor2,198.6724,39.5238,198.6724,0.00182,0.361584,1.454,25.1,5.98,spice/generated/nor2_0119.cir,spice/outputs/nor2_0119_output.txt,a,0,b,,,1.053,1.624,,,,0.897,0.685,,
nor2,185.444,77.0868,185.444,0.005609,1.040155,1.893,115.1,11.67,spice/generated/nor2_0120.cir,spice/outputs/nor2_0120_output.txt,b,0,a,,,0.538,1.826,,,,0.663,0.851,,
nor2,61.3494,25.6817,61.3494,0.002282,0.139999,1.789,64.8,1.86,spice/generated/nor2_0121.cir,spice/outputs/nor2_0121_output.txt,b,0,a,,,1.474,0.675,,,,1.196,1.552,,
nor2,254.8457,60.0194,254.8457,0.004325,1.102208,1.583,41.3,13.74,spice/generated/nor2_0122.cir,spice/outputs/nor2_0122_output.txt,a,0,b,,,0.703,1.18,,,,0.646,1.831,,
nor2,153.4196,56.4761,153.4196,0.00736,1.129168,1.752,79.9,18.84,spice/generated/nor2_0123.cir,spice/outputs/nor2_0123_output.txt,a,0,b,,,1.751,1.423,,,,1.828,1.482,,
nor2,244.2131,97.4985,244.2131,0.003556,0.868422,1.42,21.1,14.03,spice/generated/nor2_0124.cir,spice/outputs/nor2_0124_output.txt,a,0,b,,,1.783,0.649,,,,1.165,1.926,,
nor2,118.9591,41.7521,118.9591,0.00225,0.267658,1.436,5.5,5.03,spice/generated/nor2_0125.cir,spice/outputs/nor2_0125_output.txt,b,0,a,,,1.736,0.638,,,,1.952,1.924,,
nor2,182.8423,84.1884,182.8423,0.003504,0.640679,1.43,15.0,11.53,spice/generated/nor2_0126.cir,spice/outputs/nor2_0126_output.txt,b,0,a,,,0.808,1.745,,,,1.983,1.68,,
nor2,160.9149,53.229,160.9149,0.009385,1.510186,1.888,-1.6,19.7,spice/generated/nor2_0127.cir,spice/outputs/nor2_0127_output.txt,b,0,a,,,1.394,0.916,,,,1.662,1.683,,
nor2,219.4481,65.2684,219.4481,0.005882,1.290794,1.724,91.8,15.98,spice/generated/nor2_0128.cir,spice/outputs/nor2_0128_output.txt,a,0,b,,,0.698,1.037,,,,0.665,1.8,,
nor2,289.3555,80.5784,289.3555,0.002305,0.666964,1.409,3.8,9.52,spice/generated/nor2_0129.cir,spice/outputs/nor2_0129_output.txt,a,0,b,,,0.67,0.595,,,,0.69,1.131,,
nor2,196.2391,47.3569,196.2391,0.006363,1.248669,1.708,-22.0,17.47,spice/generated/nor2_0130.cir,spice/outputs/nor2_0130_output.txt,a,0,b,,,0.565,1.675,,,,1.256,1.918,,
nor2,190.8897,44.0753,190.8897,0.003907,0.745806,1.675,119.1,10.32,spice/generated/nor2_0131.cir,spice/outputs/nor2_0131_output.txt,a,0,b,,,1.102,1.529,,,,0.591,1.218,,
nor2,331.4186,51.5373,331.4186,0.002872,0.951834,1.444,-26.7,11.42,spice/generated/nor2_0132.cir,spice/outputs/nor2_0132_output.txt,a,0,b,,,0.913,1.45,,,,1.412,0.599,,
nor2,98.1363,37.9536,98.1363,0.002082,0.20432,1.629,58.6,3.17,spice/generated/nor2_0133.cir,spice/outputs/nor2_0133_output.txt,b,0,a,,,1.145,1.69,,,,0.942,1.258,,
nor2,97.8561,37.5863,97.8561,0.003151,0.308345,1.658,106.5,6.94,spice/generated/nor2_0134.cir,spice/outputs/nor2_0134_output.txt,a,0,b,,,1.098,1.594,,,,1.121,1.741,,
nor2,86.3727,46.6927,86.3727,0.002592,0.223878,1.799,21.8,2.77,spice/generated/nor2_0135.cir,spice/outputs/nor2_0135_output.txt,b,0,a,,,0.601,1.748,,,,0.729,1.884,,
nor2,267.5238,44.7366,267.5238,0.005693,1.523013,1.847,21.5,13.73,spice/generated/nor2_0136.cir,spice/outputs/nor2_0136_output.txt,a,0,b,,,1.935,1.343,,,,0.695,0.59,,
nor2,132.8909,43.2418,132.8909,0.004596,0.610767,1.612,69.8,12.41,spice/generated/nor2_0137.cir,spice/outputs/nor2_0137_output.txt,a,0,b,,,1.582,1.953,,,,1.625,1.802,,
nor2,299.3463,49.9593,299.3463,0.003387,1.013886,1.462,43.7,11.57,spice/generated/nor2_0138.cir,spice/outputs/nor2_0138_output.txt,b,0,a,,,1.771,1.025,,,,0.732,1.223,,
nor2,117.7063,38.3051,117.7063,0.007007,0.824768,1.858,54.7,12.66,spice/generated/nor2_0139.cir,spice/outputs/nor2_0139_output.txt,b,0,a,,,1.962,1.728,,,,1.711,1.768,,
nor2,273.7459,48.6038,273.7459,0.00669,1.83136,1.765,68.5,18.51,spice/generated/nor2_0140.cir,spice/outputs/nor2_0140_output.txt,a,0,b,,,0.91,1.644,,,,1.54,0.543,,
nor2,79.13,49.9763,79.13,0.001211,0.095826,1.404,103.5,1.58,spice/generated/nor2_0141.cir,spice/outputs/nor2_0141_output.txt,b,0,a,,,0.713,1.45,,,,1.349,1.101,,
nor2,257.9673,61.2549,257.9673,0.004328,1.116482,1.626,34.9,12.33,spice/generated/nor2_0142.cir,spice/outputs/nor2_0142_output.txt,b,0,a,,,0.987,1.912,,,,0.736,0.967,,
nor2,353.969,61.7848,353.969,0.003316,1.173761,1.493,84.5,12.53,spice/generated/nor2_0143.cir,spice/outputs/nor2_0143_output.txt,a,0,b,,,1.165,1.136,,,,0.575,0.622,,
nor2,212.2001,46.8261,212.2001,0.003305,0.701321,1.564,84.6,10.25,spice/generated/nor2_0144.cir,spice/outputs/nor2_0144_output.txt,a,0,b,,,0.925,1.518,,,,0.671,1.145,,
nor2,141.1804,46.373,141.1804,0.001127,0.15911,1.427,25.2,3.61,spice/generated/nor2_0145.cir,spice/outputs/nor2_0145_output.txt,a,0,b,,,0.952,0.817,,,,1.399,0.512,,
nor2,122.7436,37.8575,122.7436,0.002051,0.251747,1.574,-20.2,5.37,spice/generated/nor2_0146.cir,spice/outputs/nor2_0146_output.txt,a,0,b,,,0.694,1.299,,,,1.246,1.146,,
nor2,400.9304,49.9505,400.9304,0.003096,1.241281,1.443,102.2,11.94,spice/generated/nor2_0147.cir,spice/outputs/nor2_0147_output.txt,a,0,b,,,1.882,1.793,,,,0.563,0.528,,
nor2,270.7812,37.1352,270.7812,0.005134,1.390191,1.826,28.9,12.74,spice/generated/nor2_0148.cir,spice/outputs/nor2_0148_output.txt,a,0,b,,,0.987,1.702,,,,0.673,0.531,,
nor2,145.5308,53.329,145.5308,0.002175,0.316529,1.453,99.3,6.9,spice/generated/nor2_0149.cir,spice/outputs/nor2_0149_output.txt,a,0,b,,,1.286,1.094,,,,0.865,1.383,,
nor2,294.4919,88.8271,294.4919,0.004449,1.310194,1.533,88.6,15.75,spice/generated/nor2_0150.cir,spice/outputs/nor2_0150_output.txt,a,0,b,,,1.296,0.791,,,,0.615,1.45,,
nor2,135.6526,68.8814,135.6526,0.005812,0.788413,1.836,95.1,12.45,spice/generated/nor2_0151.cir,spice/outputs/nor2_0151_output.txt,b,0,a,,,0.72,0.796,,,,1.723,0.854,,
nor2,223.4768,76.7698,223.4768,0.005173,1.156045,1.506,87.5,18.56,spice/generated/nor2_0152.cir,spice/outputs/nor2_0152_output.txt,a,0,b,,,1.64,1.173,,,,1.241,1.632,,
nor2,131.3944,33.8138,131.3944,0.003516,0.461983,1.919,63.5,6.22,spice/generated/nor2_0153.cir,spice/outputs/nor2_0153_output.txt,b,0,a,,,1.163,0.954,,,,0.726,0.602,,
nor2,314.6528,57.3738,314.6528,0.004208,1.324059,1.611,-27.8,13.25,spice/generated/nor2_0154.cir,spice/outputs/nor2_0154_output.txt,b,0,a,,,1.053,0.931,,,,1.193,0.556,,
nor2,137.5552,38.2168,137.5552,0.004787,0.658477,1.769,43.7,9.54,spice/generated/nor2_0155.cir,spice/outputs/nor2_0155_output.txt,b,0,a,,,1.688,1.844,,,,1.194,1.331,,
nor2,215.8911,60.0346,215.8911,0.002694,0.581611,1.593,38.5,7.53,spice/generated/nor2_0156.cir,spice/outputs/nor2_0156_output.txt,b,0,a,,,0.655,1.849,,,,0.726,0.593,,
nor2,102.7648,30.7217,102.7648,0.002033,0.208921,1.703,-11.5,4.02,spice/generated/nor2_0157.cir,spice/outputs/nor2_0157_output.txt,a,0,b,,,1.159,1.284,,,,0.872,1.157,,
nor2,74.3827,29.6014,74.3827,0.004527,0.33673,1.951,23.9,7.36,spice/generated/nor2_0158.cir,spice/outputs/nor2_0158_output.txt,a,0,b,,,0.579,1.446,,,,1.662,1.518,,
nor2,291.4111,57.5165,291.4111,0.00463,1.349233,1.457,71.9,17.59,spice/generated/nor2_0159.cir,spice/outputs/nor2_0159_output.txt,a,0,b,,,1.485,1.86,,,,0.926,1.586,,
nor2,104.013,39.7087,104.013,0.001765,0.183583,1.449,69.5,3.45,spice/generated/nor2_0160.cir,spice/outputs/nor2_0160_output.txt,b,0,a,,,1.484,1.493,,,,1.875,0.965,,
nor2,184.9024,55.9118,184.9024,0.005405,0.999397,1.586,22.2,15.04,spice/generated/nor2_0161.cir,spice/outputs/nor2_0161_output.txt,b,0,a,,,1.505,1.743,,,,1.687,1.72,,
nor2,230.3803,74.8718,230.3803,0.007039,1.621647,1.788,29.9,19.01,spice/generated/nor2_0162.cir,spice/outputs/nor2_0162_output.txt,a,0,b,,,0.77,0.821,,,,1.043,1.044,,
nor2,244.3646,49.868,244.3646,0.003612,0.882645,1.515,125.0,11.26,spice/generated/nor2_0163.cir,spice/outputs/nor2_0163_output.txt,b,0,a,,,1.682,1.262,,,,0.732,0.944,,
nor2,133.785,78.4639,133.785,0.006448,0.862646,1.797,104.6,14.16,spice/generated/nor2_0164.cir,spice/outputs/nor2_0164_output.txt,b,0,a,,,0.731,0.771,,,,1.427,1.396,,
nor2,181.1978,45.5408,181.1978,0.006626,1.200617,1.833,-32.8,15.3,spice/generated/nor2_0165.cir,spice/outputs/nor2_0165_output.txt,a,0,b,,,1.954,1.416,,,,1.046,1.579,,
nor2,165.8746,77.2018,165.8746,0.004267,0.707787,1.54,-0.5,13.89,spice/generated/nor2_0166.cir,spice/outputs/nor2_0166_output.txt,a,0,b,,,1.856,0.791,,,,1.948,1.677,,
nor2,246.6464,45.5919,246.6464,0.006042,1.490238,1.677,6.5,16.22,spice/generated/nor2_0167.cir,spice/outputs/nor2_0167_output.txt,b,0,a,,,1.949,1.725,,,,1.073,1.291,,
nor2,148.9646,30.8657,148.9646,0.005875,0.875167,1.924,-31.4,10.8,spice/generated/nor2_0168.cir,spice/outputs/nor2_0168_output.txt,b,0,a,,,1.901,1.567,,,,1.221,1.057,,
nor2,260.5986,108.9485,260.5986,0.00597,1.555774,1.571,85.9,18.98,spice/generated/nor2_0169.cir,spice/outputs/nor2_0169_output.txt,b,0,a,,,0.721,1.156,,,,0.909,1.858,,
nor2,86.8766,45.3593,86.8766,0.005161,0.44837,1.89,106.0,8.34,spice/generated/nor2_0170.cir,spice/outputs/nor2_0170_output.txt,b,0,a,,,1.095,1.061,,,,1.896,1.122,,
nor2,77.7793,28.3962,77.7793,0.002047,0.159214,1.625,-35.3,3.61,spice/generated/nor2_0171.cir,spice/outputs/nor2_0171_output.txt,a,0,b,,,1.475,1.687,,,,1.896,1.759,,
nor2,135.6372,57.0732,135.6372,0.009706,1.316495,1.95,38.0,18.21,spice/generated/nor2_0172.cir,spice/outputs/nor2_0172_output.txt,b,0,a,,,1.204,1.423,,,,1.747,1.638,,
nor2,91.8963,59.8674,91.8963,0.002478,0.227719,1.554,97.8,6.47,spice/generated/nor2_0173.cir,spice/outputs/nor2_0173_output.txt,a,0,b,,,1.292,0.667,,,,1.323,1.591,,
nor2,193.9271,88.269,193.9271,0.003283,0.636663,1.473,-0.7,10.5,spice/generated/nor2_0174.cir,spice/outputs/nor2_0174_output.txt,b,0,a,,,0.594,1.755,,,,1.458,1.434,,
nor2,139.9848,84.4374,139.9848,0.005177,0.724701,1.779,54.9,11.84,spice/generated/nor2_0175.cir,spice/outputs/nor2_0175_output.txt,b,0,a,,,0.502,1.029,,,,1.578,0.937,,
nor2,276.0382,55.7434,276.0382,0.007724,2.132119,1.799,-25.9,19.78,spice/generated/nor2_0176.cir,spice/outputs/nor2_0176_output.txt,b,0,a,,,1.289,1.261,,,,1.962,0.602,,
nor2,156.9714,102.739,156.9714,0.005338,0.837913,1.634,37.6,15.98,spice/generated/nor2_0177.cir,spice/outputs/nor2_0177_output.txt,a,0,b,,,0.88,0.524,,,,1.454,1.972,,
nor2,171.0747,63.3542,171.0747,0.002585,0.442228,1.545,68.4,7.69,spice/generated/nor2_0178.cir,spice/outputs/nor2_0178_output.txt,a,0,b,,,1.635,0.7,,,,0.655,1.373,,
nor2,163.6783,44.8445,163.6783,0.007903,1.29355,1.888,-11.1,16.42,spice/generated/nor2_0179.cir,spice/outputs/nor2_0179_output.txt,b,0,a,,,1.543,1.448,,,,1.669,1.197,,
nor2,152.1822,28.7036,152.1822,0.003555,0.541008,1.83,115.7,7.0,spice/generated/nor2_0180.cir,spice/outputs/nor2_0180_output.txt,a,0,b,,,1.687,1.829,,,,0.555,0.802,,
nor2,121.0014,37.8343,121.0014,0.003695,0.4471,1.709,123.2,7.78,spice/generated/nor2_0181.cir,spice/outputs/nor2_0181_output.txt,b,0,a,,,1.63,0.787,,,,1.315,0.88,,
nor2,258.3826,43.6914,258.3826,0.008016,2.071195,1.919,14.8,18.0,spice/generated/nor2_0182.cir,spice/outputs/nor2_0182_output.txt,a,0,b,,,1.834,1.615,,,,0.687,1.052,,
nor2,76.8241,35.6256,76.8241,0.001442,0.11078,1.603,-9.2,2.57,spice/generated/nor2_0183.cir,spice/outputs/nor2_0183_output.txt,a,0,b,,,1.696,0.9,,,,1.538,1.051,,
nor2,185.2089,97.6434,185.2089,0.003494,0.64712,1.447,59.4,13.56,spice/generated/nor2_0184.cir,spice/outputs/nor2_0184_output.txt,a,0,b,,,0.982,0.62,,,,1.734,1.318,,
nor2,282.1776,54.0842,282.1776,0.006097,1.720437,1.668,78.4,18.32,spice/generated/nor2_0185.cir,spice/outputs/nor2_0185_output.txt,a,0,b,,,1.171,1.59,,,,0.75,1.166,,
nor2,250.1476,60.5214,250.1476,0.005093,1.274002,1.565,121.7,16.22,spice/generated/nor2_0186.cir,spice/outputs/nor2_0186_output.txt,b,0,a,,,1.456,1.045,,,,1.922,0.613,,
nor2,126.7448,71.3211,126.7448,0.007752,0.982526,1.972,-16.4,15.79,spice/generated/nor2_0187.cir,spice/outputs/nor2_0187_output.txt,a,0,b,,,0.552,0.601,,,,1.411,1.672,,
nor2,233.7344,51.3367,233.7344,0.003373,0.788386,1.617,116.7,9.43,spice/generated/nor2_0188.cir,spice/outputs/nor2_0188_output.txt,b,0,a,,,1.175,1.056,,,,0.549,0.73,,
nor2,164.7587,76.2357,164.7587,0.00564,0.929239,1.744,47.4,14.98,spice/generated/nor2_0189.cir,spice/outputs/nor2_0189_output.txt,a,0,b,,,0.874,0.67,,,,1.097,1.474,,
nor2,179.6628,69.5236,179.6628,0.004855,0.872263,1.711,110.7,12.63,spice/generated/nor2_0190.cir,spice/outputs/nor2_0190_output.txt,a,0,b,,,1.556,0.822,,,,0.677,1.662,,
nor2,493.1725,48.5445,493.1725,0.004487,2.212865,1.52,-17.6,16.4,spice/generated/nor2_0191.cir,spice/outputs/nor2_0191_output.txt,a,0,b,,,1.57,1.996,,,,0.611,0.759,,
nor2,170.6155,62.3349,170.6155,0.006204,1.058499,1.801,77.1,14.48,spice/generated/nor2_0192.cir,spice/outputs/nor2_0192_output.txt,b,0,a,,,0.95,0.736,,,,1.325,0.936,,
nor2,64.6283,13.417,64.6283,0.001507,0.097395,1.876,43.9,1.5,spice/generated/nor2_0193.cir,spice/outputs/nor2_0193_output.txt,a,0,b,,,0.708,1.686,,,,0.682,0.801,,
nor2,197.8925,63.5396,197.8925,0.005249,1.038738,1.68,122.2,14.62,spice/generated/nor2_0194.cir,spice/outputs/nor2_0194_output.txt,a,0,b,,,0.599,1.097,,,,0.695,1.826,,
nor2,156.8988,40.6565,156.8988,0.003835,0.601707,1.715,86.9,9.55,spice/generated/nor2_0195.cir,spice/outputs/nor2_0195_output.txt,a,0,b,,,1.959,1.464,,,,1.735,0.611,,
nor2,169.4117,51.3608,169.4117,0.003509,0.594466,1.477,96.8,10.55,spice/generated/nor2_0196.cir,spice/outputs/nor2_0196_output.txt,b,0,a,,,1.652,0.694,,,,1.327,1.382,,
nor2,249.5174,70.5743,249.5174,0.007983,1.991897,1.899,45.5,19.0,spice/generated/nor2_0197.cir,spice/outputs/nor2_0197_output.txt,a,0,b,,,1.902,0.838,,,,0.956,0.743,,
nor2,118.419,59.9888,118.419,0.00601,0.711698,1.908,1.3,11.14,spice/generated/nor2_0198.cir,spice/outputs/nor2_0198_output.txt,b,0,a,,,0.688,0.954,,,,1.453,1.326,,
nor2,265.4757,48.1653,265.4757,0.007319,1.943017,1.755,55.8,18.55,spice/generated/nor2_0199.cir,spice/outputs/nor2_0199_output.txt,b,0,a,,,1.853,1.006,,,,0.757,1.437,,
nor2,258.7797,42.49,258.7797,0.006897,1.784804,1.895,-35.3,15.57,spice/generated/nor2_0200.cir,spice/outputs/nor2_0200_output.txt,a,0,b,,,1.365,1.477,,,,0.568,1.462,,
nor2,84.3752,37.9117,84.3752,0.002967,0.250341,1.771,-35.0,5.65,spice/generated/nor2_0201.cir,spice/outputs/nor2_0201_output.txt,a,0,b,,,1.463,0.953,,,,1.833,1.318,,
nor2,326.8722,67.1535,326.8722,0.003753,1.226751,1.578,-28.0,12.53,spice/generated/nor2_0202.cir,spice/outputs/nor2_0202_output.txt,a,0,b,,,1.226,0.806,,,,0.59,1.159,,
nor2,115.5444,46.0307,115.5444,0.006038,0.697657,1.917,12.7,10.78,spice/generated/nor2_0203.cir,spice/outputs/nor2_0203_output.txt,b,0,a,,,1.098,1.641,,,,1.982,1.018,,
nor2,167.7979,51.5833,167.7979,0.002734,0.458759,1.591,37.0,8.3,spice/generated/nor2_0204.cir,spice/outputs/nor2_0204_output.txt,a,0,b,,,0.645,0.935,,,,0.901,0.872,,
nor2,278.7341,74.2471,278.7341,0.004438,1.237022,1.549,102.8,15.5,spice/generated/nor2_0205.cir,spice/outputs/nor2_0205_output.txt,a,0,b,,,1.367,0.969,,,,0.74,0.991,,
nor2,91.156,60.1754,91.156,0.006242,0.568996,1.998,37.0,9.69,spice/generated/nor2_0206.cir,spice/outputs/nor2_0206_output.txt,b,0,a,,,0.635,1.09,,,,1.819,1.246,,
nor2,303.4747,43.8346,303.4747,0.003308,1.003894,1.529,18.2,9.94,spice/generated/nor2_0207.cir,spice/outputs/nor2_0207_output.txt,b,0,a,,,1.824,1.481,,,,0.576,1.242,,
nor2,88.6205,34.0769,88.6205,0.005632,0.499111,1.908,31.1,8.61,spice/generated/nor2_0208.cir,spice/outputs/nor2_0208_output.txt,b,0,a,,,1.646,1.049,,,,1.824,1.591,,
nor2,225.166,53.3316,225.166,0.00459,1.033512,1.618,7.6,12.84,spice/generated/nor2_0209.cir,spice/outputs/nor2_0209_output.txt,b,0,a,,,1.325,1.738,,,,1.08,1.176,,
nor2,116.1153,43.3816,116.1153,0.001578,0.18323,1.477,-24.0,3.74,spice/generated/nor2_0210.cir,spice/outputs/nor2_0210_output.txt,a,0,b,,,1.337,1.048,,,,1.06,1.98,,
nor2,267.362,50.0534,267.362,0.004659,1.24564,1.7,-32.5,12.52,spice/generated/nor2_0211.cir,spice/outputs/nor2_0211_output.txt,b,0,a,,,1.211,1.185,,,,0.706,1.0,,
nor2,139.6806,53.2383,139.6806,0.002902,0.405353,1.597,61.2,7.39,spice/generated/nor2_0212.cir,spice/outputs/nor2_0212_output.txt,a,0,b,,,1.609,0.949,,,,0.744,1.986,,
nor2,144.5312,41.932,144.5312,0.005914,0.854758,1.825,9.5,12.09,spice/generated/nor2_0213.cir,spice/outputs/nor2_0213_output.txt,b,0,a,,,1.511,1.97,,,,1.724,1.053,,
nor2,50.7684,30.8816,50.7684,0.001742,0.088439,1.758,3.8,1.98,spice/generated/nor2_0214.cir,spice/outputs/nor2_0214_output.txt,a,0,b,,,1.368,0.841,,,,1.483,1.958,,
nor2,72.4613,49.3167,72.4613,0.001652,0.119706,1.502,63.8,1.6,spice/generated/nor2_0215.cir,spice/outputs/nor2_0215_output.txt,b,0,a,,,0.722,1.521,,,,1.43,1.762,,
nor2,222.8186,57.2041,222.8186,0.003592,0.800364,1.514,32.8,12.62,spice/generated/nor2_0216.cir,spice/outputs/nor2_0216_output.txt,a,0,b,,,0.806,1.253,,,,1.128,1.119,,
nor2,224.6246,52.149,224.6246,0.006001,1.347972,1.924,81.4,13.58,spice/generated/nor2_0217.cir,spice/outputs/nor2_0217_output.txt,a,0,b,,,0.811,0.988,,,,0.593,0.707,,
nor2,210.6562,47.7672,210.6562,0.004594,0.967755,1.588,-11.4,14.7,spice/generated/nor2_0218.cir,spice/outputs/nor2_0218_output.txt,a,0,b,,,1.031,1.658,,,,1.868,1.013,,
nor2,126.4803,27.4941,126.4803,0.003183,0.402587,1.766,-8.3,6.65,spice/generated/nor2_0219.cir,spice/outputs/nor2_0219_output.txt,a,0,b,,,0.837,1.959,,,,0.87,1.337,,
nor2,160.4696,39.6486,160.4696,0.006386,1.024759,1.823,73.9,14.71,spice/generated/nor2_0220.cir,spice/outputs/nor2_0220_output.txt,a,0,b,,,1.341,1.902,,,,1.234,1.22,,
nor2,239.5829,54.5637,239.5829,0.00459,1.099686,1.473,71.6,16.29,spice/generated/nor2_0221.cir,spice/outputs/nor2_0221_output.txt,a,0,b,,,1.728,1.932,,,,1.07,1.97,,
nor2,147.3254,42.8802,147.3254,0.001862,0.27432,1.425,117.6,5.07,spice/generated/nor2_0222.cir,spice/outputs/nor2_0222_output.txt,a,0,b,,,1.484,1.621,,,,0.619,1.886,,
nor2,178.9149,45.5244,178.9149,0.007256,1.298207,1.96,74.9,13.73,spice/generated/nor2_0223.cir,spice/outputs/nor2_0223_output.txt,b,0,a,,,1.38,0.864,,,,0.706,1.424,,
nor2,63.4396,34.1054,63.4396,0.001826,0.115841,1.783,-31.3,1.1,spice/generated/nor2_0224.cir,spice/outputs/nor2_0224_output.txt,b,0,a,,,0.651,1.656,,,,1.12,1.576,,
nor2,97.7901,60.8217,97.7901,0.003582,0.350284,1.644,114.3,7.1,spice/generated/nor2_0225.cir,spice/outputs/nor2_0225_output.txt,b,0,a,,,0.799,1.946,,,,1.818,1.216,,
nor2,183.4675,44.4707,183.4675,0.009156,1.679828,1.945,-25.2,18.35,spice/generated/nor2_0226.cir,spice/outputs/nor2_0226_output.txt,b,0,a,,,1.585,1.905,,,,1.361,1.303,,
nor2,108.6482,29.0589,108.6482,0.002136,0.232073,1.651,98.2,4.54,spice/generated/nor2_0227.cir,spice/outputs/nor2_0227_output.txt,a,0,b,,,1.754,1.682,,,,1.901,0.555,,
nor2,252.7946,60.8037,252.7946,0.008494,2.147237,1.926,-38.5,19.79,spice/generated/nor2_0228.cir,spice/outputs/nor2_0228_output.txt,a,0,b,,,1.974,0.927,,,,1.352,0.661,,
nor2,175.3747,50.9015,175.3747,0.006886,1.20763,1.934,-17.9,14.89,spice/generated/nor2_0229.cir,spice/outputs/nor2_0229_output.txt,a,0,b,,,1.713,0.996,,,,1.256,0.909,,
nor2,186.1987,56.3075,186.1987,0.005241,0.975867,1.831,-37.7,12.61,spice/generated/nor2_0230.cir,spice/outputs/nor2_0230_output.txt,a,0,b,,,1.512,0.79,,,,1.006,0.943,,
nor2,127.6315,49.3379,127.6315,0.004211,0.537456,1.896,45.0,7.15,spice/generated/nor2_0231.cir,spice/outputs/nor2_0231_output.txt,b,0,a,,,0.777,0.711,,,,0.63,1.504,,
nor2,278.7751,57.6966,278.7751,0.00289,0.80566,1.404,23.3,11.88,spice/generated/nor2_0232.cir,spice/outputs/nor2_0232_output.txt,a,0,b,,,0.994,1.374,,,,1.17,0.9,,
nor2,211.0939,46.6565,211.0939,0.004218,0.890394,1.792,74.3,10.55,spice/generated/nor2_0233.cir,spice/outputs/nor2_0233_output.txt,a,0,b,,,0.96,1.108,,,,0.593,0.677,,
nor2,111.0026,32.1714,111.0026,0.004733,0.525375,1.814,65.4,10.09,spice/generated/nor2_0234.cir,spice/outputs/nor2_0234_output.txt,a,0,b,,,0.831,1.936,,,,1.911,1.051,,
nor2,156.606,52.132,156.606,0.006566,1.028275,1.849,59.9,13.62,spice/generated/nor2_0235.cir,spice/outputs/nor2_0235_output.txt,b,0,a,,,1.206,1.306,,,,1.124,1.324,,
nor2,93.663,41.5531,93.663,0.004995,0.467847,1.857,72.3,7.87,spice/generated/nor2_0236.cir,spice/outputs/nor2_0236_output.txt,b,0,a,,,1.288,1.292,,,,1.394,1.681,,
nor2,203.1442,85.0142,203.1442,0.003157,0.641326,1.437,50.4,10.89,spice/generated/nor2_0237.cir,spice/outputs/nor2_0237_output.txt,b,0,a,,,0.725,0.992,,,,1.258,1.359,,
nor2,55.3695,43.4473,55.3695,0.002437,0.134935,1.808,78.3,3.51,spice/generated/nor2_0238.cir,spice/outputs/nor2_0238_output.txt,a,0,b,,,1.168,0.583,,,,1.233,1.848,,
